0,0.
10,0.05068989192799488
20,0.22790959585116502
30,0.39326077439175233
40,0.5255188957763289
50,0.6291825523565538
60,0.7102041695400765
70,0.7734732066021393
80,0.822928932623316
90,0.8615869766950742
100,0.8918294325757974
110,0.9155513065233547
120,0.9341133243281192
130,0.9485859292658773
140,0.9598553120652622
150,0.9686458461895161
160,0.9755119718999027
170,0.9808786799225274
180,0.9850840942683712
190,0.9883636583685969
200,0.990920127362736
210,0.9929169874699769
220,0.9944827043798955
230,0.9957012779346283
240,0.9966609807540072
250,0.9974041933348201
260,0.9979884799211589
270,0.9984382018231875
280,0.998789990200292
290,0.9990599568507358
300,0.9992706845591376
310,0.9994329678115886
320,0.9995652962288314
330,0.9996711578328304
340,0.9997472864073088
350,0.9998126767755677
360,0.9998687405700429
370,0.9999042276479638
380,0.9999319084992226
390,0.9999582329681939
400,0.999973504898567
410,0.9999816426421833
420,0.9999902580885573
430,0.9999952912033713
440,0.9999965951975326
450,0.9999979092690184
460,0.9999987763891649
470,0.9999988910028903
480,0.9999986179725425
490,0.9999983364651186
500,0.9999984198177602
